Sample,Coal,SiO2,TiO2,Al2O3,Fe2O3,MnO,MgO,CaO,SrO,BaO,Na2O,K2O,sSiO2,sTiO2,sAl2O3,sFe2O3,sMnO,sMgO,sCaO,sSrO,sBaO,sNa2O,sK2O,Si,Ti,Al,Fe3,Mn,Mg,Ca,Sr,Ba,Na,K,Sum,sSi,sTi,sAl,sFe3,sMn,sMg,sCa,sSr,sBa,sNa,sK,An,Ab,Or,Cn
BB12-1,V,65.09,0.02,19.35,0.30,0.10,0.01,0.26,0.13,0.66,2.58,12.39,0.21,0.03,0.11,0.07,0.09,0.01,0.03,0.04,0.07,0.08,0.13,2.961,0.001,1.037,0.010,0.004,0.001,0.013,0.003,0.012,0.228,0.719,4.988,0.010,0.002,0.011,0.005,0.007,0.001,0.003,0.002,0.002,0.014,0.015,0.013,0.234,0.740,0.012
BB12-1,V,64.51,0.02,19.64,0.07,0.09,0.01,0.23,0.23,1.82,2.79,11.64,0.21,0.02,0.11,0.08,0.07,0.01,0.02,0.04,0.10,0.08,0.12,2.946,0.001,1.057,0.002,0.003,0.001,0.011,0.006,0.033,0.247,0.678,4.986,0.010,0.001,0.011,0.005,0.005,0.001,0.002,0.002,0.004,0.014,0.014,0.012,0.255,0.700,0.034
BB12-1,V,65.83,0.02,19.00,0.19,0.09,0.01,0.25,0.04,0.36,3.60,11.30,0.21,0.03,0.11,0.07,0.09,0.01,0.03,0.04,0.06,0.09,0.12,2.980,0.001,1.014,0.006,0.003,0.001,0.012,0.001,0.006,0.316,0.653,4.993,0.010,0.002,0.011,0.005,0.007,0.001,0.003,0.002,0.002,0.016,0.014,0.012,0.320,0.661,0.006
BB12-1,V,65.45,0.02,19.43,0.07,0.09,0.01,0.09,0.04,0.44,2.95,12.57,0.21,0.00,0.11,0.07,0.08,0.02,0.02,0.04,0.07,0.08,0.13,2.965,0.001,1.037,0.002,0.003,0.001,0.004,0.001,0.008,0.259,0.726,5.008,0.010,0.000,0.011,0.005,0.006,0.003,0.002,0.002,0.002,0.014,0.015,0.004,0.260,0.728,0.008
BB12-1,V,65.27,0.02,19.08,0.17,0.26,0.01,0.14,0.04,0.96,2.98,11.60,0.21,0.03,0.11,0.07,0.09,0.01,0.02,0.04,0.08,0.08,0.12,2.974,0.001,1.025,0.006,0.010,0.001,0.007,0.001,0.017,0.263,0.674,4.979,0.010,0.002,0.011,0.005,0.007,0.001,0.002,0.002,0.003,0.014,0.014,0.007,0.274,0.701,0.018
BB12-1,V,65.31,0.02,19.51,0.22,0.09,0.01,0.49,0.14,0.71,4.47,9.94,0.21,0.00,0.11,0.08,0.08,0.01,0.03,0.04,0.07,0.10,0.11,2.951,0.001,1.039,0.007,0.003,0.001,0.024,0.004,0.013,0.392,0.573,5.007,0.010,0.000,0.011,0.005,0.006,0.001,0.003,0.002,0.002,0.017,0.013,0.024,0.391,0.572,0.013
BB12-1,V,64.75,0.02,19.26,0.07,0.09,0.01,0.58,0.32,0.84,4.40,10.19,0.21,0.03,0.11,0.08,0.15,0.01,0.03,0.04,0.08,0.10,0.12,2.949,0.001,1.034,0.002,0.003,0.001,0.028,0.008,0.015,0.389,0.592,5.022,0.011,0.002,0.011,0.005,0.012,0.001,0.003,0.002,0.003,0.017,0.014,0.028,0.379,0.578,0.015
BB12-1,V,64.36,0.02,19.39,0.23,0.08,0.01,0.49,0.30,1.18,4.39,9.42,0.21,0.03,0.11,0.08,0.07,0.00,0.03,0.04,0.09,0.10,0.11,2.946,0.001,1.046,0.008,0.003,0.001,0.024,0.008,0.021,0.390,0.550,4.997,0.010,0.002,0.011,0.006,0.005,0.000,0.003,0.002,0.003,0.017,0.013,0.024,0.396,0.559,0.021
BB12-1,V,63.38,0.02,19.14,0.33,0.09,0.01,0.02,0.35,1.88,1.73,13.56,0.21,0.02,0.11,0.08,0.08,0.01,0.02,0.04,0.10,0.06,0.13,2.941,0.001,1.047,0.012,0.004,0.001,0.001,0.009,0.034,0.156,0.803,5.008,0.010,0.001,0.011,0.006,0.006,0.001,0.002,0.002,0.004,0.011,0.015,0.001,0.157,0.808,0.034
BB12-1,V,64.89,0.02,19.29,0.07,0.09,0.01,0.30,0.04,0.86,3.57,11.90,0.21,0.00,0.11,0.07,0.08,0.01,0.03,0.04,0.08,0.09,0.12,2.953,0.001,1.034,0.002,0.003,0.001,0.015,0.001,0.015,0.315,0.691,5.031,0.010,0.000,0.011,0.005,0.006,0.001,0.003,0.002,0.003,0.016,0.014,0.014,0.304,0.667,0.015
BB12-1,V,65.49,0.02,18.96,0.06,0.09,0.01,0.24,0.04,0.20,2.95,12.21,0.21,0.03,0.11,0.06,0.09,0.01,0.02,0.03,0.06,0.08,0.13,2.982,0.001,1.017,0.002,0.003,0.001,0.012,0.001,0.004,0.260,0.709,4.992,0.010,0.002,0.011,0.004,0.007,0.001,0.002,0.002,0.002,0.014,0.015,0.012,0.264,0.720,0.004
BB12-1,V,64.85,0.02,18.88,0.07,0.08,0.01,0.10,0.04,1.12,2.74,12.41,0.21,0.03,0.11,0.00,0.09,0.01,0.02,0.00,0.08,0.08,0.13,2.975,0.001,1.021,0.002,0.003,0.001,0.005,0.001,0.020,0.244,0.726,4.998,0.010,0.002,0.011,0.000,0.007,0.001,0.002,0.000,0.003,0.014,0.015,0.005,0.245,0.730,0.020
BB12-1,V,64.89,0.02,19.00,0.06,0.09,0.01,0.13,0.04,0.99,2.65,12.38,0.21,0.05,0.11,0.07,0.07,0.02,0.02,0.04,0.08,0.08,0.13,2.974,0.001,1.026,0.002,0.003,0.001,0.006,0.001,0.018,0.235,0.724,4.991,0.010,0.003,0.011,0.005,0.005,0.003,0.002,0.002,0.003,0.014,0.015,0.006,0.239,0.736,0.018
BB12-1,V,65.12,0.02,18.82,0.07,0.09,0.01,0.15,0.04,0.56,2.87,12.61,0.21,0.02,0.11,0.00,0.08,0.01,0.02,0.03,0.07,0.08,0.13,2.978,0.001,1.014,0.002,0.003,0.001,0.007,0.001,0.010,0.254,0.736,5.008,0.010,0.001,0.011,0.000,0.006,0.001,0.002,0.002,0.003,0.014,0.015,0.007,0.253,0.730,0.010
BB12-1,V,64.12,0.02,19.19,0.16,0.09,0.01,0.17,0.13,1.55,2.68,11.89,0.21,0.00,0.11,0.07,0.08,0.00,0.02,0.04,0.09,0.08,0.12,2.956,0.001,1.043,0.006,0.004,0.001,0.008,0.003,0.028,0.240,0.699,4.988,0.010,0.000,0.011,0.005,0.006,0.000,0.002,0.002,0.003,0.014,0.014,0.009,0.246,0.717,0.029
BB12-1,V,63.62,0.02,19.56,0.16,0.09,0.01,0.28,0.36,1.60,3.41,12.12,0.21,0.03,0.11,0.07,0.07,0.01,0.03,0.04,0.09,0.09,0.13,2.920,0.001,1.058,0.006,0.003,0.001,0.014,0.010,0.029,0.303,0.710,5.054,0.010,0.002,0.011,0.005,0.005,0.001,0.003,0.002,0.003,0.016,0.015,0.013,0.287,0.672,0.027
BB12-1,V,64.68,0.02,19.10,0.06,0.08,0.01,0.13,0.04,1.26,2.77,12.26,0.21,0.03,0.11,0.07,0.07,0.02,0.02,0.05,0.08,0.08,0.13,2.966,0.001,1.032,0.002,0.003,0.001,0.006,0.001,0.023,0.246,0.717,4.998,0.010,0.002,0.011,0.005,0.005,0.003,0.002,0.003,0.003,0.014,0.015,0.006,0.248,0.723,0.023
BB12-1,V,63.94,0.02,19.08,0.36,0.09,0.01,0.02,0.27,0.92,1.88,13.92,0.21,0.03,0.11,0.07,0.08,0.02,0.02,0.04,0.08,0.07,0.13,2.950,0.001,1.038,0.012,0.004,0.001,0.001,0.007,0.017,0.168,0.819,5.018,0.010,0.002,0.011,0.005,0.006,0.003,0.002,0.002,0.003,0.012,0.015,0.001,0.167,0.815,0.017
BB12-1,V,63.75,0.02,19.05,0.28,0.09,0.01,0.02,0.23,1.30,2.06,13.67,0.21,0.03,0.11,0.08,0.07,0.02,0.02,0.04,0.09,0.07,0.13,2.948,0.001,1.038,0.010,0.004,0.001,0.001,0.006,0.024,0.185,0.806,5.023,0.010,0.002,0.011,0.006,0.005,0.003,0.002,0.002,0.003,0.012,0.015,0.001,0.182,0.794,0.023
BB12-1,V,64.90,0.02,19.02,0.15,0.10,0.01,0.16,0.04,0.53,2.90,12.28,0.21,0.03,0.11,0.07,0.08,0.01,0.02,0.04,0.07,0.08,0.13,2.971,0.001,1.026,0.005,0.004,0.001,0.008,0.001,0.010,0.257,0.717,5.000,0.010,0.002,0.011,0.005,0.006,0.001,0.002,0.002,0.003,0.014,0.015,0.008,0.260,0.723,0.010
BB12-1,V,64.45,0.02,19.27,0.07,0.08,0.01,0.19,0.04,0.64,2.85,12.43,0.21,0.04,0.11,0.07,0.08,0.00,0.03,0.04,0.07,0.08,0.13,2.958,0.001,1.042,0.002,0.003,0.001,0.009,0.001,0.012,0.254,0.728,5.010,0.010,0.003,0.011,0.005,0.006,0.000,0.003,0.002,0.003,0.014,0.015,0.009,0.253,0.726,0.011
BB12-1,V,64.68,0.02,19.18,0.06,0.09,0.01,0.14,0.04,0.98,2.64,12.79,0.21,0.03,0.11,0.07,0.08,0.01,0.02,0.03,0.08,0.08,0.13,2.961,0.001,1.035,0.002,0.003,0.001,0.007,0.001,0.018,0.234,0.747,5.010,0.010,0.002,0.011,0.005,0.006,0.001,0.002,0.002,0.003,0.014,0.015,0.007,0.233,0.743,0.017
BB12-1,V,64.88,0.02,19.16,0.07,0.08,0.01,0.14,0.04,0.71,2.93,12.29,0.21,0.03,0.11,0.05,0.08,0.00,0.02,0.04,0.07,0.08,0.13,2.967,0.001,1.033,0.002,0.003,0.001,0.007,0.001,0.013,0.260,0.717,5.003,0.010,0.002,0.011,0.003,0.006,0.000,0.002,0.002,0.003,0.014,0.015,0.007,0.261,0.720,0.013
BB12-1,V,63.41,0.02,19.79,0.07,0.09,0.01,0.25,0.42,2.38,3.04,11.23,0.21,0.00,0.11,0.07,0.07,0.01,0.03,0.04,0.11,0.08,0.12,2.923,0.001,1.075,0.002,0.004,0.001,0.012,0.011,0.043,0.272,0.660,5.004,0.010,0.000,0.011,0.005,0.005,0.001,0.003,0.002,0.004,0.014,0.014,0.013,0.275,0.669,0.044
BB12-1,V,63.49,0.06,19.34,0.28,0.09,0.01,0.06,0.36,1.88,2.87,12.35,0.21,0.03,0.11,0.08,0.08,0.02,0.02,0.04,0.10,0.08,0.13,2.930,0.002,1.052,0.010,0.004,0.001,0.003,0.010,0.034,0.257,0.727,5.029,0.010,0.002,0.011,0.006,0.006,0.003,0.002,0.002,0.004,0.014,0.015,0.003,0.252,0.712,0.033
BB12-1,V,63.23,0.09,19.34,0.28,0.09,0.01,0.05,0.42,1.98,1.73,13.56,0.21,0.03,0.11,0.08,0.00,0.02,0.02,0.04,0.10,0.06,0.13,2.931,0.003,1.056,0.010,0.004,0.001,0.002,0.011,0.036,0.155,0.802,5.011,0.010,0.002,0.011,0.006,0.000,0.003,0.002,0.002,0.004,0.011,0.015,0.002,0.156,0.805,0.036
BB12-1,V,63.23,0.02,19.21,0.29,0.09,0.01,0.06,0.36,2.11,1.85,13.14,0.21,0.03,0.11,0.08,0.09,0.00,0.02,0.04,0.10,0.07,0.13,2.939,0.001,1.052,0.010,0.004,0.001,0.003,0.010,0.038,0.167,0.779,5.002,0.010,0.002,0.011,0.006,0.007,0.000,0.002,0.002,0.004,0.013,0.015,0.003,0.169,0.789,0.039
BB12-1,V,64.02,0.02,19.52,0.16,0.09,0.01,0.19,0.09,1.13,2.76,12.19,0.21,0.03,0.11,0.07,0.08,0.00,0.02,0.04,0.08,0.08,0.13,2.944,0.001,1.058,0.006,0.004,0.001,0.009,0.002,0.020,0.246,0.715,5.005,0.010,0.002,0.011,0.005,0.006,0.000,0.002,0.002,0.003,0.014,0.015,0.009,0.248,0.722,0.021
BB12-1,V,63.65,0.02,20.00,0.17,0.09,0.01,0.24,0.35,1.85,2.81,11.75,0.21,0.03,0.11,0.07,0.09,0.00,0.03,0.04,0.10,0.08,0.12,2.920,0.001,1.081,0.006,0.003,0.001,0.012,0.009,0.033,0.250,0.688,5.004,0.010,0.002,0.011,0.005,0.007,0.000,0.003,0.002,0.004,0.014,0.014,0.012,0.254,0.700,0.034
BB12-1,V,64.15,0.06,19.04,0.33,0.09,0.01,0.04,0.27,1.85,1.94,14.14,0.21,0.03,0.11,0.08,0.08,0.00,0.02,0.04,0.10,0.07,0.14,2.944,0.002,1.030,0.011,0.003,0.001,0.002,0.007,0.033,0.173,0.828,5.034,0.010,0.002,0.011,0.006,0.006,0.000,0.002,0.002,0.004,0.012,0.016,0.002,0.167,0.799,0.032
BB12-1,V,65.96,0.02,19.09,0.07,0.08,0.01,0.21,0.04,0.57,2.88,11.85,0.21,0.03,0.11,0.07,0.08,0.01,0.03,0.03,0.07,0.08,0.12,2.987,0.001,1.019,0.002,0.003,0.001,0.010,0.001,0.010,0.253,0.684,4.971,0.010,0.002,0.011,0.005,0.006,0.001,0.003,0.002,0.002,0.014,0.014,0.011,0.264,0.715,0.011
BB12-1,V,65.29,0.02,19.29,0.17,0.09,0.01,0.23,0.04,0.60,3.16,12.05,0.21,0.02,0.11,0.07,0.08,0.01,0.03,0.03,0.07,0.08,0.13,2.964,0.001,1.032,0.006,0.003,0.001,0.011,0.001,0.011,0.278,0.698,5.005,0.010,0.001,0.011,0.005,0.006,0.001,0.003,0.002,0.002,0.014,0.015,0.011,0.279,0.699,0.011
BB12-1,V,65.51,0.06,19.20,0.07,0.09,0.01,0.20,0.04,0.65,3.06,12.33,0.21,0.03,0.11,0.07,0.08,0.00,0.02,0.04,0.07,0.08,0.13,2.969,0.002,1.025,0.002,0.003,0.001,0.010,0.001,0.012,0.269,0.713,5.006,0.010,0.002,0.011,0.005,0.006,0.000,0.002,0.002,0.002,0.014,0.015,0.010,0.268,0.711,0.012
BB12-1,V,62.05,0.02,19.58,0.44,0.06,0.01,0.02,0.25,1.71,1.75,13.80,0.21,0.02,0.11,0.08,0.05,0.01,0.00,0.04,0.09,0.06,0.14,2.909,0.001,1.082,0.016,0.002,0.001,0.001,0.007,0.031,0.159,0.825,5.034,0.010,0.001,0.011,0.006,0.004,0.001,0.000,0.002,0.003,0.011,0.017,0.001,0.156,0.812,0.031
BB12-1,V,63.14,0.02,19.52,0.55,0.06,0.01,0.06,0.31,1.38,1.98,13.24,0.21,0.03,0.11,0.08,0.04,0.01,0.02,0.04,0.09,0.07,0.13,2.926,0.001,1.066,0.019,0.002,0.001,0.003,0.008,0.025,0.178,0.783,5.011,0.010,0.002,0.011,0.006,0.003,0.001,0.002,0.002,0.003,0.012,0.015,0.003,0.180,0.792,0.025
BC13-1,MCZu,64.25,0.02,19.07,0.05,0.04,0.01,0.21,0.04,2.00,3.43,12.35,0.21,0.05,0.11,0.06,0.03,0.00,0.02,0.03,0.10,0.09,0.13,2.944,0.001,1.030,0.002,0.002,0.001,0.010,0.001,0.036,0.305,0.722,5.053,0.010,0.003,0.011,0.004,0.002,0.000,0.002,0.002,0.004,0.016,0.015,0.010,0.284,0.673,0.033
BC13-1,MCZu,65.69,0.02,18.67,0.05,0.04,0.01,0.06,0.04,0.37,2.58,14.74,0.21,0.04,0.11,0.05,0.05,0.02,0.02,0.03,0.06,0.08,0.15,2.975,0.001,0.996,0.002,0.002,0.001,0.003,0.001,0.007,0.227,0.851,5.064,0.010,0.003,0.011,0.003,0.004,0.003,0.002,0.002,0.002,0.014,0.017,0.003,0.208,0.783,0.006
BC13-1,MCZu,64.25,0.02,19.34,0.19,0.10,0.01,1.06,0.04,0.85,3.92,11.35,0.21,0.00,0.11,0.05,0.04,0.01,0.04,0.03,0.07,0.09,0.13,2.928,0.001,1.039,0.007,0.004,0.001,0.052,0.001,0.015,0.346,0.660,5.052,0.010,0.000,0.011,0.003,0.003,0.001,0.004,0.002,0.002,0.016,0.015,0.048,0.323,0.615,0.014
CH13-1,Null,65.86,0.02,19.89,0.17,0.05,0.01,0.08,0.04,0.51,2.78,12.15,0.22,0.03,0.11,0.06,0.06,0.00,0.02,0.03,0.07,0.08,0.13,2.961,0.001,1.054,0.006,0.002,0.001,0.004,0.001,0.009,0.242,0.697,4.978,0.010,0.002,0.011,0.004,0.005,0.000,0.002,0.002,0.002,0.014,0.015,0.004,0.255,0.732,0.009
CH13-1,Null,65.22,0.02,19.93,0.06,0.05,0.01,0.10,0.04,1.00,3.13,11.86,0.22,0.03,0.11,0.06,0.05,0.01,0.02,0.04,0.08,0.08,0.13,2.949,0.001,1.062,0.002,0.002,0.001,0.005,0.001,0.018,0.274,0.684,4.998,0.010,0.002,0.011,0.004,0.004,0.001,0.002,0.002,0.003,0.014,0.015,0.005,0.280,0.697,0.018
CH13-1,Null,63.93,0.02,19.63,0.06,0.06,0.01,0.07,0.11,0.48,3.31,11.89,0.21,0.02,0.11,0.06,0.05,0.01,0.02,0.04,0.07,0.08,0.13,2.942,0.001,1.065,0.002,0.002,0.001,0.003,0.003,0.009,0.295,0.698,5.021,0.010,0.001,0.011,0.004,0.004,0.001,0.002,0.002,0.003,0.014,0.015,0.003,0.294,0.694,0.009
CH13-1,Null,65.31,0.02,19.63,0.17,0.05,0.01,0.10,0.10,1.27,3.03,11.77,0.21,0.03,0.11,0.07,0.05,0.02,0.02,0.04,0.08,0.08,0.12,2.957,0.001,1.047,0.006,0.002,0.001,0.005,0.003,0.023,0.266,0.680,4.989,0.010,0.002,0.011,0.005,0.004,0.003,0.002,0.002,0.003,0.014,0.014,0.005,0.273,0.699,0.023
CH13-1,Null,65.78,0.02,19.44,0.16,0.05,0.01,0.15,0.04,0.59,2.94,11.94,0.21,0.03,0.11,0.07,0.06,0.02,0.02,0.03,0.07,0.08,0.13,2.972,0.001,1.035,0.005,0.002,0.001,0.007,0.001,0.010,0.258,0.688,4.980,0.010,0.002,0.011,0.005,0.005,0.003,0.002,0.002,0.002,0.014,0.015,0.008,0.267,0.714,0.011
CH13-1,Null,65.95,0.02,19.75,0.06,0.06,0.01,0.10,0.04,0.32,3.55,12.29,0.21,0.00,0.11,0.00,0.05,0.01,0.02,0.04,0.06,0.09,0.13,2.956,0.001,1.043,0.002,0.002,0.001,0.005,0.001,0.006,0.308,0.703,5.027,0.009,0.000,0.011,0.000,0.004,0.001,0.002,0.002,0.002,0.015,0.015,0.005,0.302,0.688,0.006
CH13-1,Null,65.55,0.02,19.55,0.06,0.05,0.01,0.10,0.08,1.10,3.13,12.26,0.21,0.02,0.11,0.06,0.04,0.01,0.02,0.04,0.08,0.08,0.13,2.958,0.001,1.040,0.002,0.002,0.001,0.005,0.002,0.019,0.274,0.706,5.010,0.010,0.001,0.011,0.004,0.003,0.001,0.002,0.002,0.003,0.014,0.015,0.005,0.273,0.703,0.019
CH13-1,Null,65.84,0.02,19.99,0.06,0.05,0.01,0.12,0.08,0.73,2.89,11.82,0.21,0.04,0.11,0.06,0.04,0.01,0.02,0.04,0.07,0.08,0.13,2.960,0.001,1.059,0.002,0.002,0.001,0.006,0.002,0.013,0.252,0.678,4.974,0.010,0.003,0.011,0.004,0.003,0.001,0.002,0.002,0.002,0.014,0.015,0.006,0.266,0.715,0.014
CH13-1,Null,66.21,0.02,19.70,0.06,0.05,0.01,0.13,0.04,0.38,3.23,11.91,0.21,0.03,0.11,0.06,0.05,0.02,0.02,0.06,0.06,0.08,0.13,2.968,0.001,1.041,0.002,0.002,0.001,0.006,0.001,0.007,0.281,0.681,4.990,0.010,0.002,0.011,0.004,0.004,0.003,0.002,0.003,0.002,0.014,0.015,0.006,0.288,0.699,0.007
CH13-1,Null,65.13,0.02,19.90,0.15,0.06,0.03,0.12,0.04,0.77,2.72,12.89,0.21,0.03,0.11,0.06,0.05,0.01,0.02,0.04,0.07,0.08,0.13,2.943,0.001,1.060,0.005,0.002,0.002,0.006,0.001,0.014,0.238,0.743,5.015,0.010,0.002,0.011,0.004,0.004,0.001,0.002,0.002,0.002,0.014,0.015,0.006,0.238,0.742,0.014
CH13-1,Null,65.85,0.02,19.46,0.06,0.05,0.01,0.10,0.04,0.54,3.64,12.13,0.21,0.03,0.11,0.06,0.00,0.01,0.02,0.03,0.07,0.09,0.13,2.962,0.001,1.032,0.002,0.002,0.001,0.005,0.001,0.010,0.317,0.696,5.027,0.010,0.002,0.011,0.004,0.000,0.001,0.002,0.002,0.002,0.015,0.015,0.005,0.309,0.677,0.009
CH13-1,Null,64.72,0.02,20.17,0.06,0.05,0.01,0.23,0.32,1.34,3.54,10.76,0.21,0.03,0.11,0.06,0.04,0.01,0.03,0.04,0.09,0.09,0.12,2.933,0.001,1.077,0.002,0.002,0.001,0.011,0.008,0.024,0.311,0.622,4.993,0.010,0.002,0.011,0.004,0.003,0.001,0.003,0.002,0.003,0.016,0.014,0.012,0.321,0.643,0.025
CH13-1,Null,64.73,0.02,19.65,0.18,0.05,0.01,0.09,0.10,1.13,3.13,12.31,0.21,0.00,0.11,0.07,0.04,0.01,0.02,0.04,0.08,0.08,0.13,2.943,0.001,1.053,0.006,0.002,0.001,0.004,0.003,0.020,0.276,0.714,5.022,0.010,0.000,0.011,0.005,0.003,0.001,0.002,0.002,0.003,0.014,0.015,0.004,0.272,0.704,0.020
CH13-1,Null,66.02,0.02,19.47,0.06,0.05,0.01,0.06,0.04,0.47,3.15,12.17,0.21,0.05,0.11,0.07,0.03,0.01,0.02,0.03,0.06,0.08,0.13,2.972,0.001,1.033,0.002,0.002,0.001,0.003,0.001,0.008,0.275,0.699,4.997,0.010,0.003,0.011,0.005,0.002,0.001,0.002,0.002,0.002,0.014,0.015,0.003,0.279,0.710,0.008
CH13-1,Null,65.71,0.02,19.22,0.05,0.05,0.01,0.07,0.04,0.69,3.17,11.92,0.21,0.03,0.11,0.06,0.05,0.00,0.02,0.05,0.07,0.08,0.13,2.977,0.001,1.026,0.002,0.002,0.001,0.003,0.001,0.012,0.278,0.689,4.992,0.010,0.002,0.011,0.004,0.004,0.000,0.002,0.003,0.002,0.014,0.015,0.003,0.283,0.701,0.012
CH13-1,Null,63.09,0.02,18.61,0.06,0.05,0.01,0.10,0.04,0.48,3.16,12.44,0.21,0.03,0.11,0.07,0.05,0.00,0.02,0.04,0.07,0.08,0.13,2.959,0.001,1.029,0.002,0.002,0.001,0.005,0.001,0.009,0.287,0.744,5.040,0.010,0.002,0.011,0.005,0.004,0.000,0.002,0.002,0.003,0.014,0.015,0.005,0.275,0.712,0.008
CH13-2,Null,65.42,0.02,19.60,0.05,0.05,0.01,0.02,0.04,0.72,1.43,14.70,0.21,0.03,0.11,0.05,0.06,0.01,0.02,0.00,0.07,0.06,0.14,2.962,0.001,1.046,0.002,0.002,0.001,0.001,0.001,0.013,0.126,0.849,5.001,0.009,0.002,0.011,0.003,0.005,0.001,0.002,0.000,0.002,0.010,0.016,0.001,0.127,0.859,0.013
CH13-2,Null,65.51,0.02,19.38,0.06,0.05,0.01,0.07,0.04,0.86,3.13,11.77,0.21,0.03,0.11,0.06,0.05,0.02,0.02,0.03,0.07,0.08,0.13,2.971,0.001,1.036,0.002,0.002,0.001,0.003,0.001,0.015,0.275,0.681,4.988,0.010,0.002,0.011,0.004,0.004,0.003,0.002,0.002,0.002,0.014,0.015,0.003,0.282,0.699,0.016
CH13-2,Null,65.12,0.02,19.40,0.05,0.05,0.01,0.08,0.17,0.57,3.03,12.25,0.21,0.03,0.11,0.05,0.00,0.01,0.02,0.04,0.07,0.08,0.13,2.963,0.001,1.040,0.002,0.002,0.001,0.004,0.004,0.010,0.267,0.711,5.005,0.010,0.002,0.011,0.003,0.000,0.001,0.002,0.002,0.002,0.014,0.015,0.004,0.269,0.716,0.010
CH13-2,Null,64.10,0.02,19.43,0.05,0.05,0.01,0.25,0.04,2.13,4.43,10.06,0.21,0.03,0.11,0.06,0.03,0.02,0.03,0.04,0.10,0.10,0.12,2.938,0.001,1.050,0.002,0.002,0.001,0.012,0.001,0.038,0.394,0.588,5.026,0.010,0.002,0.011,0.004,0.002,0.003,0.003,0.002,0.004,0.017,0.014,0.012,0.381,0.570,0.037
CH13-2,Null,65.81,0.02,19.42,0.14,0.05,0.01,0.15,0.13,0.64,3.20,12.21,0.21,0.03,0.11,0.06,0.04,0.02,0.02,0.04,0.07,0.08,0.13,2.965,0.001,1.031,0.005,0.002,0.001,0.007,0.003,0.011,0.279,0.702,5.007,0.010,0.002,0.011,0.004,0.003,0.003,0.002,0.002,0.002,0.014,0.015,0.007,0.280,0.702,0.011
CH13-2,Null,64.22,0.02,19.51,0.06,0.05,0.01,0.12,0.04,0.71,3.11,12.26,0.21,0.05,0.11,0.07,0.04,0.02,0.02,0.03,0.07,0.08,0.13,2.947,0.001,1.055,0.002,0.002,0.001,0.006,0.001,0.013,0.277,0.718,5.021,0.010,0.003,0.011,0.005,0.003,0.003,0.002,0.002,0.003,0.014,0.015,0.006,0.273,0.708,0.013
CH13-2,Null,64.21,0.02,19.80,0.19,0.06,0.01,0.22,0.04,2.97,4.42,9.72,0.21,0.04,0.11,0.06,0.05,0.02,0.02,0.04,0.11,0.10,0.11,2.925,0.001,1.063,0.007,0.002,0.001,0.011,0.001,0.053,0.390,0.565,5.018,0.010,0.003,0.011,0.004,0.004,0.003,0.002,0.002,0.004,0.017,0.013,0.011,0.383,0.554,0.052
CH13-2,Null,67.43,0.02,19.34,0.06,0.06,0.01,0.39,0.04,0.17,5.55,8.59,0.22,0.03,0.11,0.07,0.05,0.01,0.03,0.03,0.06,0.11,0.11,2.987,0.001,1.010,0.002,0.002,0.001,0.019,0.001,0.003,0.477,0.485,4.987,0.010,0.002,0.011,0.005,0.004,0.001,0.003,0.002,0.002,0.019,0.012,0.019,0.485,0.494,0.003
CH13-2,Null,66.06,0.02,19.43,0.18,0.06,0.01,0.14,0.09,0.66,3.22,12.20,0.21,0.02,0.11,0.06,0.05,0.01,0.02,0.04,0.07,0.08,0.13,2.967,0.001,1.028,0.006,0.002,0.001,0.007,0.002,0.012,0.280,0.699,5.005,0.010,0.001,0.011,0.004,0.004,0.001,0.002,0.002,0.002,0.014,0.015,0.007,0.281,0.701,0.012
CS12-2,MCZu,59.94,0.02,24.54,0.21,0.05,0.01,5.69,0.04,0.11,8.14,0.84,0.20,0.02,0.12,0.07,0.05,0.01,0.09,0.03,0.05,0.13,0.04,2.691,0.001,1.299,0.007,0.002,0.001,0.274,0.001,0.002,0.709,0.048,5.034,0.010,0.001,0.012,0.005,0.004,0.001,0.008,0.002,0.002,0.022,0.005,0.265,0.686,0.047,0.002
CS12-2,MCZu,61.52,0.02,19.29,0.07,0.05,0.01,0.22,0.04,1.77,3.24,12.34,0.21,0.03,0.11,0.06,0.06,0.01,0.02,0.03,0.09,0.08,0.13,2.908,0.001,1.074,0.002,0.002,0.001,0.011,0.001,0.033,0.297,0.744,5.074,0.010,0.002,0.011,0.004,0.005,0.001,0.002,0.002,0.003,0.014,0.016,0.010,0.274,0.686,0.030
CS12-2,MCZu,62.84,0.02,19.43,0.06,0.05,0.01,0.15,0.04,1.16,3.11,12.10,0.21,0.00,0.11,0.06,0.05,0.01,0.02,0.02,0.09,0.08,0.13,2.930,0.001,1.068,0.002,0.002,0.001,0.007,0.001,0.021,0.281,0.720,5.034,0.010,0.000,0.011,0.004,0.004,0.001,0.002,0.001,0.003,0.014,0.015,0.007,0.273,0.699,0.021
CS12-2,MCZu,64.34,0.02,19.27,0.06,0.06,0.01,0.13,0.04,0.67,3.00,13.00,0.21,0.03,0.11,0.06,0.05,0.00,0.03,0.04,0.07,0.08,0.14,2.949,0.001,1.041,0.002,0.002,0.001,0.006,0.001,0.012,0.267,0.760,5.042,0.010,0.002,0.011,0.004,0.004,0.000,0.003,0.002,0.003,0.014,0.016,0.006,0.255,0.727,0.012
