Sample,Coal,SiO2,TiO2,Al2O3,Fe2O3,MnO,MgO,CaO,SrO,BaO,Na2O,K2O,Total,sSiO2,sTiO2,sAl2O3,sFe2O3,sMnO,sMgO,sCaO,sSrO,sBaO,sNa2O,sK2O,sTotal,Si,Ti,Al,Fe3,Mn,Mg,Ca,Sr,Ba,Na,K,Sum,sSi,sTi,sAl,sFe3,sMn,sMg,sCa,sSr,sBa,sNa,sK,sTotal,An,Ab,Or,Cn,sAn,sAb,sOr,sCn
BB12-1,V,63.62,0,19.47,0,0,0,0.29,0.21,2.37,2.89,11.79,100.64,0.21,0.02,0.11,0.08,0.09,0.01,0.03,0.04,0.11,0.08,0.12,0.33,2.936,0,1.059,0,0,0,0.014,0.006,0.043,0.259,0.694,5.011,0.009,0,0.011,0,0,0,0.003,0.002,0.004,0.014,0.014,0.02,0.014,0.256,0.687,0.042,0.003,0.011,0.011,0.004
BB12-1,V,64.7,0,19.4,0,0,0,0.19,0.09,1.04,2.96,11.74,100.12,0.21,0.03,0.11,0.08,0.08,0.02,0.02,0.04,0.08,0.08,0.12,0.32,2.963,0,1.047,0,0,0,0.009,0.002,0.019,0.263,0.686,4.988,0.009,0,0.011,0,0,0,0.002,0.002,0.003,0.014,0.014,0.02,0.01,0.269,0.702,0.019,0.002,0.011,0.011,0.003
BB12-1,V,63.27,0,19.97,0,0,0,0.31,0.49,2.37,2.9,11.41,100.72,0.21,0.03,0.11,0.07,0.08,0,0.03,0.04,0.11,0.08,0.12,0.32,2.918,0,1.085,0,0,0,0.015,0.013,0.043,0.259,0.671,5.005,0.009,0,0.011,0,0,0,0.003,0.002,0.004,0.014,0.014,0.02,0.015,0.262,0.679,0.043,0.003,0.011,0.011,0.004
BB12-1,V,66.02,0,19.43,0.35,0,0,0.41,0,0.49,4.84,9.56,101.1,0.21,0.05,0.11,0.08,0.1,0,0.03,0.04,0.07,0.1,0.11,0.33,2.964,0,1.028,0.012,0,0,0.02,0,0.009,0.421,0.547,5.001,0.01,0,0.011,0.005,0,0,0.003,0,0.002,0.017,0.013,0.03,0.02,0.422,0.549,0.009,0.003,0.011,0.011,0.002
BB12-1,V,65.09,0,19.35,0.3,0,0,0.26,0.13,0.66,2.58,12.39,100.76,0.21,0.03,0.11,0.07,0.09,0.01,0.03,0.04,0.07,0.08,0.13,0.32,2.963,0,1.038,0.01,0,0,0.013,0.003,0.012,0.228,0.719,4.986,0.009,0,0.011,0.005,0,0,0.002,0.002,0.003,0.013,0.015,0.03,0.013,0.234,0.74,0.012,0.002,0.011,0.011,0.003
BB12-1,V,64.51,0,19.64,0,0,0,0.23,0.23,1.82,2.79,11.64,100.86,0.21,0.02,0.11,0.08,0.07,0.01,0.02,0.04,0.1,0.08,0.12,0.32,2.95,0,1.058,0,0,0,0.011,0.006,0.033,0.247,0.679,4.984,0.009,0,0.011,0,0,0,0.002,0.002,0.003,0.014,0.014,0.02,0.012,0.255,0.7,0.034,0.002,0.011,0.011,0.003
BB12-1,V,65.83,0,19,0.19,0,0,0.25,0,0.36,3.6,11.3,100.53,0.21,0.03,0.11,0.07,0.09,0.01,0.03,0.04,0.06,0.09,0.12,0.32,2.983,0,1.015,0.006,0,0,0.012,0,0.006,0.316,0.653,4.991,0.009,0,0.011,0.005,0,0,0.002,0,0.002,0.015,0.014,0.03,0.012,0.32,0.661,0.006,0.002,0.011,0.011,0.002
BB12-1,V,65.45,0,19.43,0,0,0,0.09,0,0.44,2.95,12.57,100.93,0.21,0,0.11,0.07,0.08,0.02,0.02,0.04,0.07,0.08,0.13,0.31,2.968,0,1.039,0,0,0,0.004,0,0.008,0.259,0.727,5.006,0.009,0,0.011,0,0,0,0.002,0,0.002,0.014,0.015,0.03,0.004,0.26,0.728,0.008,0.002,0.011,0.011,0.002
BB12-1,V,65.27,0,19.08,0.17,0.26,0,0.14,0,0.96,2.98,11.6,100.46,0.21,0.03,0.11,0.07,0.09,0.01,0.02,0.04,0.08,0.08,0.12,0.32,2.975,0,1.025,0.006,0.01,0,0.007,0,0.017,0.263,0.675,4.978,0.01,0,0.011,0.005,0.007,0,0.002,0,0.003,0.014,0.014,0.03,0.007,0.274,0.701,0.018,0.002,0.011,0.011,0.003
BB12-1,V,65.31,0,19.51,0.22,0,0,0.49,0.14,0.71,4.47,9.94,100.79,0.21,0,0.11,0.08,0.08,0.01,0.03,0.04,0.07,0.1,0.11,0.32,2.953,0,1.04,0.007,0,0,0.024,0.004,0.013,0.392,0.573,5.006,0.01,0,0.011,0.006,0,0,0.003,0.002,0.003,0.017,0.013,0.03,0.024,0.391,0.572,0.013,0.003,0.012,0.011,0.003
BB12-1,V,64.75,0,19.26,0,0,0,0.58,0.32,0.84,4.4,10.19,100.34,0.21,0.03,0.11,0.08,0.15,0.01,0.03,0.04,0.08,0.1,0.12,0.34,2.952,0,1.035,0,0,0,0.028,0.008,0.015,0.389,0.593,5.021,0.009,0,0.011,0,0,0,0.003,0.002,0.003,0.017,0.013,0.03,0.028,0.379,0.578,0.015,0.003,0.011,0.011,0.003
BB12-1,V,64.36,0,19.39,0.23,0,0,0.49,0.3,1.18,4.39,9.42,99.76,0.21,0.03,0.11,0.08,0.07,0,0.03,0.04,0.09,0.1,0.11,0.32,2.948,0,1.047,0.008,0,0,0.024,0.008,0.021,0.39,0.55,4.995,0.01,0,0.011,0.005,0,0,0.003,0.002,0.003,0.017,0.013,0.03,0.024,0.396,0.559,0.021,0.003,0.012,0.012,0.003
BB12-1,V,63.38,0,19.14,0.33,0,0,0,0.35,1.88,1.73,13.56,100.37,0.21,0.02,0.11,0.08,0.08,0.01,0.02,0.04,0.1,0.06,0.13,0.32,2.944,0,1.048,0.012,0,0,0,0.009,0.034,0.156,0.803,5.006,0.01,0,0.011,0.005,0,0,0,0.002,0.004,0.012,0.016,0.03,0,0.157,0.809,0.034,0,0.011,0.011,0.004
BB12-1,V,64.89,0,19.29,0,0,0,0.3,0,0.86,3.57,11.9,100.81,0.21,0,0.11,0.07,0.08,0.01,0.03,0.04,0.08,0.09,0.12,0.31,2.956,0,1.036,0,0,0,0.015,0,0.015,0.315,0.692,5.029,0.009,0,0.011,0,0,0,0.003,0,0.003,0.015,0.014,0.03,0.014,0.304,0.667,0.015,0.003,0.011,0.011,0.003
BB12-1,V,65.49,0,18.96,0,0,0,0.24,0,0.2,2.95,12.21,100.05,0.21,0.03,0.11,0.06,0.09,0.01,0.02,0.03,0.06,0.08,0.13,0.31,2.986,0,1.019,0,0,0,0.012,0,0.004,0.261,0.71,4.99,0.009,0,0.011,0,0,0,0.002,0,0.002,0.014,0.015,0.03,0.012,0.264,0.72,0.004,0.002,0.011,0.011,0.002
BB12-1,V,64.85,0,18.88,0,0,0,0.1,0,1.12,2.74,12.41,100.1,0.21,0.03,0.11,0,0.09,0.01,0.02,0,0.08,0.08,0.13,0.31,2.978,0,1.022,0,0,0,0.005,0,0.02,0.244,0.727,4.996,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.015,0.03,0.005,0.245,0.73,0.02,0.002,0.011,0.011,0.003
BB12-1,V,64.89,0,19,0,0,0,0.13,0,0.99,2.65,12.38,100.04,0.21,0.05,0.11,0.07,0.07,0.02,0.02,0.04,0.08,0.08,0.13,0.32,2.977,0,1.027,0,0,0,0.006,0,0.018,0.236,0.725,4.989,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.015,0.03,0.006,0.239,0.736,0.018,0.002,0.011,0.012,0.003
BB12-1,V,65.12,0,18.82,0,0,0,0.15,0,0.56,2.87,12.61,100.13,0.21,0.02,0.11,0,0.08,0.01,0.02,0.03,0.07,0.08,0.13,0.3,2.982,0,1.016,0,0,0,0.007,0,0.01,0.255,0.737,5.006,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.015,0.03,0.007,0.253,0.73,0.01,0.002,0.011,0.011,0.003
BB12-1,V,64.12,0,19.19,0.16,0,0,0.17,0.13,1.55,2.68,11.89,99.89,0.21,0,0.11,0.07,0.08,0,0.02,0.04,0.09,0.08,0.12,0.31,2.958,0,1.043,0.006,0,0,0.008,0.003,0.028,0.24,0.7,4.987,0.01,0,0.011,0.005,0,0,0.002,0.002,0.003,0.014,0.015,0.03,0.009,0.246,0.717,0.029,0.002,0.011,0.011,0.003
BB12-1,V,63.62,0,19.56,0.16,0,0,0.28,0.36,1.6,3.41,12.12,101.11,0.21,0.03,0.11,0.07,0.07,0.01,0.03,0.04,0.09,0.09,0.13,0.32,2.922,0,1.059,0.006,0,0,0.014,0.01,0.029,0.304,0.71,5.052,0.01,0,0.011,0.005,0,0,0.003,0.002,0.003,0.015,0.015,0.03,0.013,0.287,0.672,0.027,0.003,0.011,0.011,0.003
BB12-1,V,64.68,0,19.1,0,0,0,0.13,0,1.26,2.77,12.26,100.2,0.21,0.03,0.11,0.07,0.07,0.02,0.02,0.05,0.08,0.08,0.13,0.32,2.969,0,1.033,0,0,0,0.006,0,0.023,0.247,0.718,4.996,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.015,0.03,0.006,0.248,0.723,0.023,0.002,0.011,0.011,0.003
BB12-1,V,63.94,0,19.08,0.36,0,0,0,0.27,0.92,1.88,13.92,100.37,0.21,0.03,0.11,0.07,0.08,0.02,0.02,0.04,0.08,0.07,0.13,0.31,2.953,0,1.038,0.013,0,0,0,0.007,0.017,0.168,0.82,5.016,0.01,0,0.011,0.005,0,0,0,0.002,0.003,0.012,0.016,0.03,0,0.167,0.816,0.017,0,0.01,0.01,0.003
BB12-1,V,63.75,0,19.05,0.28,0,0,0,0.23,1.3,2.06,13.67,100.34,0.21,0.03,0.11,0.08,0.07,0.02,0.02,0.04,0.09,0.07,0.13,0.32,2.951,0,1.039,0.01,0,0,0,0.006,0.024,0.185,0.807,5.021,0.01,0,0.011,0.005,0,0,0,0.002,0.003,0.012,0.016,0.03,0,0.182,0.795,0.023,0,0.01,0.01,0.003
BB12-1,V,64.9,0,19.02,0.15,0,0,0.16,0,0.53,2.9,12.28,99.94,0.21,0.03,0.11,0.07,0.08,0.01,0.02,0.04,0.07,0.08,0.13,0.31,2.973,0,1.027,0.005,0,0,0.008,0,0.01,0.258,0.718,4.998,0.009,0,0.011,0.005,0,0,0.002,0,0.002,0.014,0.015,0.03,0.008,0.26,0.723,0.01,0.002,0.011,0.011,0.002
BB12-1,V,64.45,0,19.27,0,0,0,0.19,0,0.64,2.85,12.43,99.83,0.21,0.04,0.11,0.07,0.08,0,0.03,0.04,0.07,0.08,0.13,0.31,2.961,0,1.043,0,0,0,0.009,0,0.012,0.254,0.729,5.008,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.015,0.03,0.009,0.253,0.726,0.011,0.002,0.011,0.011,0.003
BB12-1,V,64.68,0,19.18,0,0,0,0.14,0,0.98,2.64,12.79,100.41,0.21,0.03,0.11,0.07,0.08,0.01,0.02,0.03,0.08,0.08,0.13,0.31,2.965,0,1.036,0,0,0,0.007,0,0.018,0.235,0.748,5.008,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.015,0.03,0.007,0.233,0.743,0.017,0.002,0.011,0.011,0.003
BB12-1,V,64.88,0,19.16,0,0,0,0.14,0,0.71,2.93,12.29,100.11,0.21,0.03,0.11,0.05,0.08,0,0.02,0.04,0.07,0.08,0.13,0.31,2.97,0,1.034,0,0,0,0.007,0,0.013,0.26,0.718,5.002,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.015,0.03,0.007,0.261,0.72,0.013,0.002,0.011,0.011,0.003
BB12-1,V,63.41,0,19.79,0,0,0,0.25,0.42,2.38,3.04,11.23,100.52,0.21,0,0.11,0.07,0.07,0.01,0.03,0.04,0.11,0.08,0.12,0.32,2.926,0,1.076,0,0,0,0.012,0.011,0.043,0.272,0.661,5.002,0.009,0,0.011,0,0,0,0.003,0.002,0.004,0.014,0.014,0.02,0.013,0.275,0.669,0.044,0.003,0.011,0.011,0.004
BB12-1,V,63.49,0.06,19.34,0.28,0,0,0.06,0.36,1.88,2.87,12.35,100.69,0.21,0.03,0.11,0.08,0.08,0.02,0.02,0.04,0.1,0.08,0.13,0.32,2.932,0.002,1.052,0.01,0,0,0.003,0.01,0.034,0.257,0.727,5.027,0.01,0.002,0.011,0.005,0,0,0.002,0.002,0.004,0.014,0.015,0.03,0.003,0.252,0.712,0.033,0.002,0.011,0.011,0.004
BB12-1,V,63.23,0.09,19.34,0.28,0,0,0.05,0.42,1.98,1.73,13.56,100.68,0.21,0.03,0.11,0.08,0,0.02,0.02,0.04,0.1,0.06,0.13,0.31,2.932,0.003,1.057,0.01,0,0,0.002,0.011,0.036,0.156,0.802,5.01,0.01,0.002,0.011,0.005,0,0,0.002,0.002,0.004,0.011,0.016,0.03,0.002,0.156,0.805,0.036,0.002,0.01,0.01,0.004
BB12-1,V,63.23,0,19.21,0.29,0,0,0.06,0.36,2.11,1.85,13.14,100.25,0.21,0.03,0.11,0.08,0.09,0,0.02,0.04,0.1,0.07,0.13,0.32,2.941,0,1.053,0.01,0,0,0.003,0.01,0.038,0.167,0.78,5.001,0.01,0,0.011,0.005,0,0,0.002,0.002,0.004,0.012,0.015,0.03,0.003,0.169,0.789,0.039,0.002,0.01,0.011,0.004
BB12-1,V,64.02,0,19.52,0.16,0,0,0.19,0.09,1.13,2.76,12.19,100.06,0.21,0.03,0.11,0.07,0.08,0,0.02,0.04,0.08,0.08,0.13,0.32,2.946,0,1.058,0.006,0,0,0.009,0.002,0.02,0.246,0.715,5.003,0.01,0,0.011,0.005,0,0,0.002,0.002,0.003,0.014,0.015,0.03,0.009,0.248,0.722,0.021,0.002,0.011,0.011,0.003
BB12-1,V,63.65,0,20,0.17,0,0,0.24,0.35,1.85,2.81,11.75,100.82,0.21,0.03,0.11,0.07,0.09,0,0.03,0.04,0.1,0.08,0.12,0.32,2.922,0,1.082,0.006,0,0,0.012,0.009,0.033,0.25,0.688,5.003,0.01,0,0.011,0.005,0,0,0.003,0.002,0.004,0.014,0.014,0.03,0.012,0.254,0.7,0.034,0.003,0.011,0.011,0.004
BB12-1,V,64.15,0.06,19.04,0.33,0,0,0.04,0.27,1.85,1.94,14.14,101.82,0.21,0.03,0.11,0.08,0.08,0,0.02,0.04,0.1,0.07,0.14,0.32,2.945,0.002,1.03,0.011,0,0,0.002,0.007,0.033,0.173,0.828,5.032,0.01,0.002,0.011,0.005,0,0,0.002,0.002,0.004,0.012,0.016,0.03,0.002,0.167,0.799,0.032,0.002,0.01,0.01,0.004
BB12-1,V,65.96,0,19.09,0,0,0,0.21,0,0.57,2.88,11.85,100.56,0.21,0.03,0.11,0.07,0.08,0.01,0.03,0.03,0.07,0.08,0.12,0.31,2.99,0,1.02,0,0,0,0.01,0,0.01,0.253,0.685,4.969,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.014,0.02,0.011,0.264,0.715,0.011,0.002,0.011,0.012,0.003
BB12-1,V,65.29,0,19.29,0.17,0,0,0.23,0,0.6,3.16,12.05,100.79,0.21,0.02,0.11,0.07,0.08,0.01,0.03,0.03,0.07,0.08,0.13,0.32,2.966,0,1.033,0.006,0,0,0.011,0,0.011,0.278,0.698,5.003,0.01,0,0.011,0.005,0,0,0.003,0,0.003,0.014,0.014,0.03,0.011,0.279,0.699,0.011,0.003,0.011,0.011,0.003
BB12-1,V,65.51,0.06,19.2,0,0,0,0.2,0,0.65,3.06,12.33,101.01,0.21,0.03,0.11,0.07,0.08,0,0.02,0.04,0.07,0.08,0.13,0.32,2.972,0.002,1.026,0,0,0,0.01,0,0.012,0.269,0.713,5.004,0.009,0.002,0.011,0,0,0,0.002,0,0.003,0.014,0.015,0.03,0.01,0.268,0.711,0.012,0.002,0.011,0.011,0.003
BB12-1,V,62.05,0,19.58,0.44,0,0,0,0.25,1.71,1.75,13.8,99.58,0.21,0.02,0.11,0.08,0.05,0.01,0,0.04,0.09,0.06,0.14,0.31,2.911,0,1.083,0.016,0,0,0,0.007,0.031,0.159,0.826,5.032,0.01,0,0.011,0.005,0,0,0,0.002,0.003,0.011,0.016,0.03,0,0.157,0.812,0.031,0,0.009,0.01,0.003
BB12-1,V,63.14,0,19.52,0.55,0,0,0.06,0.31,1.38,1.98,13.24,100.18,0.21,0.03,0.11,0.08,0.04,0.01,0.02,0.04,0.09,0.07,0.13,0.31,2.927,0,1.067,0.019,0,0,0.003,0.008,0.025,0.178,0.783,5.01,0.01,0,0.011,0.006,0,0,0.002,0.002,0.003,0.012,0.016,0.03,0.003,0.18,0.792,0.025,0.002,0.01,0.011,0.003
BC13-1,MCZu,64.25,0,19.07,0,0,0,0.21,0,2,3.43,12.35,101.31,0.21,0.05,0.11,0.06,0.03,0,0.02,0.03,0.1,0.09,0.13,0.32,2.947,0,1.031,0,0,0,0.01,0,0.036,0.305,0.723,5.051,0.009,0,0.011,0,0,0,0.002,0,0.003,0.015,0.015,0.03,0.01,0.284,0.673,0.033,0.002,0.011,0.011,0.003
BC13-1,MCZu,65.69,0,18.67,0,0,0,0.06,0,0.37,2.58,14.74,102.11,0.21,0.04,0.11,0.05,0.05,0.02,0.02,0.03,0.06,0.08,0.15,0.31,2.978,0,0.997,0,0,0,0.003,0,0.007,0.227,0.852,5.063,0.009,0,0.011,0,0,0,0.002,0,0.002,0.013,0.017,0.03,0.003,0.208,0.783,0.006,0.002,0.01,0.01,0.002
BC13-1,MCZu,64.25,0,19.34,0.19,0.1,0,1.06,0,0.85,3.92,11.35,101.06,0.21,0,0.11,0.05,0.04,0.01,0.04,0.03,0.07,0.09,0.13,0.31,2.929,0,1.039,0.007,0.004,0,0.052,0,0.015,0.346,0.66,5.052,0.01,0,0.011,0.004,0.003,0,0.004,0,0.003,0.016,0.015,0.03,0.048,0.323,0.615,0.014,0.004,0.011,0.011,0.003
CH13-1,Null,65.86,0,19.89,0.17,0,0,0.08,0,0.51,2.78,12.15,101.44,0.22,0.03,0.11,0.06,0.06,0,0.02,0.03,0.07,0.08,0.13,0.31,2.963,0,1.055,0.006,0,0,0.004,0,0.009,0.242,0.697,4.976,0.009,0,0.011,0.004,0,0,0.002,0,0.002,0.013,0.015,0.02,0.004,0.255,0.732,0.009,0.002,0.011,0.011,0.002
CH13-1,Null,65.22,0,19.93,0,0,0,0.1,0,1,3.13,11.86,101.24,0.22,0.03,0.11,0.06,0.05,0.01,0.02,0.04,0.08,0.08,0.13,0.31,2.952,0,1.063,0,0,0,0.005,0,0.018,0.275,0.685,4.997,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.014,0.02,0.005,0.28,0.697,0.018,0.002,0.011,0.011,0.003
CH13-1,Null,63.93,0,19.63,0,0,0,0.07,0.11,0.48,3.31,11.89,99.42,0.21,0.02,0.11,0.06,0.05,0.01,0.02,0.04,0.07,0.08,0.13,0.3,2.945,0,1.066,0,0,0,0.003,0.003,0.009,0.296,0.699,5.02,0.009,0,0.011,0,0,0,0.002,0.002,0.002,0.015,0.015,0.03,0.003,0.294,0.694,0.009,0.002,0.011,0.011,0.002
CH13-1,Null,65.31,0,19.63,0.17,0,0,0.1,0.1,1.27,3.03,11.77,101.38,0.21,0.03,0.11,0.07,0.05,0.02,0.02,0.04,0.08,0.08,0.12,0.31,2.958,0,1.048,0.006,0,0,0.005,0.003,0.023,0.266,0.68,4.988,0.01,0,0.011,0.005,0,0,0.002,0.002,0.003,0.014,0.014,0.03,0.005,0.273,0.699,0.023,0.002,0.011,0.011,0.003
CH13-1,Null,65.78,0,19.44,0.16,0,0,0.15,0,0.59,2.94,11.94,101,0.21,0.03,0.11,0.07,0.06,0.02,0.02,0.03,0.07,0.08,0.13,0.31,2.974,0,1.036,0.005,0,0,0.007,0,0.01,0.258,0.689,4.979,0.009,0,0.011,0.005,0,0,0.002,0,0.002,0.014,0.014,0.03,0.008,0.267,0.714,0.011,0.002,0.011,0.011,0.002
CH13-1,Null,65.95,0,19.75,0,0,0,0.1,0,0.32,3.55,12.29,101.96,0.21,0,0.11,0,0.05,0.01,0.02,0.04,0.06,0.09,0.13,0.3,2.959,0,1.044,0,0,0,0.005,0,0.006,0.309,0.703,5.025,0.009,0,0.011,0,0,0,0.002,0,0.002,0.015,0.014,0.03,0.005,0.302,0.688,0.006,0.002,0.011,0.011,0.002
CH13-1,Null,65.55,0,19.55,0,0,0,0.1,0.08,1.1,3.13,12.26,101.77,0.21,0.02,0.11,0.06,0.04,0.01,0.02,0.04,0.08,0.08,0.13,0.31,2.961,0,1.041,0,0,0,0.005,0.002,0.019,0.274,0.706,5.009,0.009,0,0.011,0,0,0,0.002,0.002,0.003,0.014,0.015,0.03,0.005,0.273,0.703,0.019,0.002,0.011,0.011,0.003
CH13-1,Null,65.84,0,19.99,0,0,0,0.12,0.08,0.73,2.89,11.82,101.47,0.21,0.04,0.11,0.06,0.04,0.01,0.02,0.04,0.07,0.08,0.13,0.31,2.962,0,1.06,0,0,0,0.006,0.002,0.013,0.252,0.678,4.973,0.009,0,0.011,0,0,0,0.002,0.002,0.002,0.014,0.014,0.02,0.006,0.266,0.715,0.014,0.002,0.012,0.012,0.002
CH13-1,Null,66.21,0,19.7,0,0,0,0.13,0,0.38,3.23,11.91,101.56,0.21,0.03,0.11,0.06,0.05,0.02,0.02,0.06,0.06,0.08,0.13,0.31,2.971,0,1.042,0,0,0,0.006,0,0.007,0.281,0.682,4.989,0.009,0,0.011,0,0,0,0.002,0,0.002,0.014,0.014,0.02,0.006,0.288,0.699,0.007,0.002,0.011,0.011,0.002
CH13-1,Null,65.13,0,19.9,0.15,0,0.03,0.12,0,0.77,2.72,12.89,101.71,0.21,0.03,0.11,0.06,0.05,0.01,0.02,0.04,0.07,0.08,0.13,0.31,2.945,0,1.06,0.005,0,0.002,0.006,0,0.014,0.238,0.743,5.013,0.009,0,0.011,0.004,0,0.002,0.002,0,0.003,0.013,0.015,0.03,0.006,0.238,0.742,0.014,0.002,0.011,0.011,0.003
CH13-1,Null,65.85,0,19.46,0,0,0,0.1,0,0.54,3.64,12.13,101.72,0.21,0.03,0.11,0.06,0,0.01,0.02,0.03,0.07,0.09,0.13,0.3,2.965,0,1.033,0,0,0,0.005,0,0.01,0.318,0.697,5.026,0.009,0,0.011,0,0,0,0.002,0,0.002,0.015,0.014,0.03,0.005,0.309,0.677,0.009,0.002,0.011,0.011,0.002
CH13-1,Null,64.72,0,20.17,0,0,0,0.23,0.32,1.34,3.54,10.76,101.08,0.21,0.03,0.11,0.06,0.04,0.01,0.03,0.04,0.09,0.09,0.12,0.31,2.936,0,1.078,0,0,0,0.011,0.008,0.024,0.311,0.623,4.992,0.009,0,0.011,0,0,0,0.002,0.002,0.003,0.015,0.014,0.03,0.012,0.321,0.643,0.025,0.002,0.012,0.011,0.003
CH13-1,Null,64.73,0,19.65,0.18,0,0,0.09,0.1,1.13,3.13,12.31,101.32,0.21,0,0.11,0.07,0.04,0.01,0.02,0.04,0.08,0.08,0.13,0.31,2.944,0,1.053,0.006,0,0,0.004,0.003,0.02,0.276,0.714,5.021,0.01,0,0.011,0.005,0,0,0.002,0.002,0.003,0.014,0.015,0.03,0.004,0.272,0.704,0.02,0.002,0.011,0.011,0.003
CH13-1,Null,66.02,0,19.47,0,0,0,0.06,0,0.47,3.15,12.17,101.34,0.21,0.05,0.11,0.07,0.03,0.01,0.02,0.03,0.06,0.08,0.13,0.31,2.975,0,1.034,0,0,0,0.003,0,0.008,0.275,0.7,4.995,0.009,0,0.011,0,0,0,0.002,0,0.002,0.014,0.014,0.02,0.003,0.279,0.71,0.008,0.002,0.011,0.011,0.002
CH13-1,Null,65.71,0,19.22,0,0,0,0.07,0,0.69,3.17,11.92,100.78,0.21,0.03,0.11,0.06,0.05,0,0.02,0.05,0.07,0.08,0.13,0.31,2.98,0,1.027,0,0,0,0.003,0,0.012,0.279,0.69,4.991,0.009,0,0.011,0,0,0,0.002,0,0.002,0.014,0.014,0.02,0.003,0.283,0.701,0.012,0.002,0.011,0.011,0.002
CH13-1,Null,63.09,0,18.61,0,0,0,0.1,0,0.48,3.16,12.44,97.88,0.21,0.03,0.11,0.07,0.05,0,0.02,0.04,0.07,0.08,0.13,0.3,2.962,0,1.03,0,0,0,0.005,0,0.009,0.288,0.745,5.039,0.009,0,0.011,0,0,0,0.002,0,0.002,0.015,0.015,0.03,0.005,0.275,0.712,0.008,0.002,0.011,0.011,0.002
CH13-2,Null,65.42,0,19.6,0,0,0,0,0,0.72,1.43,14.7,101.87,0.21,0.03,0.11,0.05,0.06,0.01,0.02,0,0.07,0.06,0.14,0.31,2.965,0,1.047,0,0,0,0,0,0.013,0.126,0.85,5,0.009,0,0.011,0,0,0,0,0,0.002,0.01,0.016,0.02,0,0.127,0.86,0.013,0,0.009,0.009,0.002
CH13-2,Null,65.51,0,19.38,0,0,0,0.07,0,0.86,3.13,11.77,100.72,0.21,0.03,0.11,0.06,0.05,0.02,0.02,0.03,0.07,0.08,0.13,0.31,2.974,0,1.037,0,0,0,0.003,0,0.015,0.275,0.682,4.986,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.014,0.02,0.003,0.282,0.699,0.016,0.002,0.011,0.011,0.003
CH13-2,Null,65.12,0,19.4,0,0,0,0.08,0.17,0.57,3.03,12.25,100.62,0.21,0.03,0.11,0.05,0,0.01,0.02,0.04,0.07,0.08,0.13,0.3,2.965,0,1.041,0,0,0,0.004,0.004,0.01,0.267,0.712,5.004,0.009,0,0.011,0,0,0,0.002,0.002,0.002,0.014,0.015,0.03,0.004,0.269,0.716,0.01,0.002,0.011,0.011,0.002
CH13-2,Null,64.1,0,19.43,0,0,0,0.25,0,2.13,4.43,10.06,100.4,0.21,0.03,0.11,0.06,0.03,0.02,0.03,0.04,0.1,0.1,0.12,0.31,2.941,0,1.051,0,0,0,0.012,0,0.038,0.394,0.589,5.025,0.009,0,0.011,0,0,0,0.002,0,0.004,0.017,0.013,0.03,0.012,0.381,0.57,0.037,0.002,0.011,0.011,0.004
CH13-2,Null,65.81,0,19.42,0.14,0,0,0.15,0.13,0.64,3.2,12.21,101.7,0.21,0.03,0.11,0.06,0.04,0.02,0.02,0.04,0.07,0.08,0.13,0.31,2.966,0,1.032,0.005,0,0,0.007,0.003,0.011,0.28,0.702,5.006,0.009,0,0.011,0.004,0,0,0.002,0.002,0.002,0.014,0.015,0.03,0.007,0.28,0.702,0.011,0.002,0.011,0.011,0.002
CH13-2,Null,64.22,0,19.51,0,0,0,0.12,0,0.71,3.11,12.26,99.93,0.21,0.05,0.11,0.07,0.04,0.02,0.02,0.03,0.07,0.08,0.13,0.31,2.95,0,1.056,0,0,0,0.006,0,0.013,0.277,0.718,5.02,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.015,0.03,0.006,0.273,0.708,0.013,0.002,0.011,0.011,0.003
CH13-2,Null,64.21,0,19.8,0.19,0,0,0.22,0,2.97,4.42,9.72,101.53,0.21,0.04,0.11,0.06,0.05,0.02,0.02,0.04,0.11,0.1,0.11,0.32,2.927,0,1.064,0.007,0,0,0.011,0,0.053,0.391,0.565,5.016,0.01,0,0.011,0.004,0,0,0.002,0,0.004,0.017,0.013,0.03,0.011,0.383,0.554,0.052,0.002,0.012,0.011,0.004
CH13-2,Null,67.43,0,19.34,0,0,0,0.39,0,0.17,5.55,8.59,101.47,0.22,0.03,0.11,0.07,0.05,0.01,0.03,0.03,0.06,0.11,0.11,0.31,2.99,0,1.011,0,0,0,0.019,0,0.003,0.477,0.486,4.986,0.009,0,0.011,0,0,0,0.003,0,0.002,0.018,0.012,0.03,0.019,0.485,0.494,0.003,0.003,0.011,0.011,0.002
