Sample,Coal,SiO2,TiO2,Al2O3,Y2O3,Ce2O3,Fe2O3,CaO,P2O5,Nb2O5,Ta2O5,Total,sSiO2,sTiO2,sAl2O3,sY2O3,sCe2O3,sFe2O3,sCaO,sP2O5,sNb2O5,sTa2O5,sTotal,Si,Ti,Al,Y,Ce,Fe3,Ca,P,Nb,Ta,Sum,sSi,sTi,sAl,sY,sCe,sFe3,sCa,sP,sNb,sTa,sSum,Ce+Y,Al,Fe3,sCe+Y,sAl,sFe3
LG11-1,MCZl,30.36,36.01,2.63,0,0.09,2,27.28,0,0.2,0,98.56,0.09,0.17,0.02,0.01,0.03,0.03,0.12,0.01,0.02,0.06,0.24,1.003,0.895,0.102,0,0.001,0.05,0.966,0,0.003,0,3.021,0.005,0.006,0.001,0,0.001,0.002,0.008,0,0.001,0,0.012,0.007,0.669,0.324,0.004,0.009,0.008
LG11-1,MCZl,30.21,36.56,2.45,0,0.18,1.95,27.09,0,0.17,0,98.62,0.09,0.17,0.02,0.01,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.998,0.909,0.096,0,0.002,0.049,0.959,0,0.003,0,3.016,0.005,0.006,0.001,0,0.001,0.002,0.008,0,0.001,0,0.012,0.015,0.653,0.332,0.005,0.009,0.009
LG11-1,MCZl,30.32,39.73,1.55,0.19,0.06,1.25,28.25,0.1,0.14,0,101.59,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.976,0.962,0.059,0.003,0.001,0.03,0.974,0.003,0.002,0,3.009,0.005,0.006,0.001,0.001,0.001,0.001,0.008,0.001,0.001,0,0.011,0.042,0.633,0.325,0.009,0.012,0.012
LG11-1,MCZl,30.5,39.02,1.49,0.21,0.29,1.83,27.99,0.03,0.15,0,101.5,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.984,0.947,0.056,0.004,0.003,0.044,0.968,0.001,0.002,0,3.01,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.065,0.524,0.412,0.008,0.01,0.011
LG11-1,MCZl,30.51,39.15,1.47,0.15,0.4,1.93,28.12,0,0.13,0,101.86,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.982,0.948,0.056,0.003,0.005,0.047,0.97,0,0.002,0,3.012,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0.001,0,0.011,0.066,0.509,0.425,0.008,0.01,0.01
LG11-1,MCZl,30.53,38.49,1.72,0.18,0.29,1.96,28,0.04,0.35,0,101.57,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.985,0.934,0.065,0.003,0.003,0.048,0.968,0.001,0.005,0,3.012,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.054,0.548,0.398,0.007,0.01,0.01
LG11-1,MCZl,30.64,38.41,2.05,0.09,0.17,1.91,28.04,0.13,0.08,0,101.53,0.09,0.17,0.02,0.02,0.03,0.04,0.12,0.02,0.02,0.05,0.24,0.986,0.93,0.078,0.002,0.002,0.046,0.966,0.003,0.001,0,3.014,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0,0,0.011,0.029,0.609,0.363,0.007,0.01,0.01
LG11-1,MCZl,30.29,40.04,1.22,0.14,0.85,1.63,27.37,0.06,0.2,0,101.79,0.09,0.17,0.01,0.02,0.04,0.03,0.12,0.01,0.02,0.05,0.24,0.977,0.971,0.046,0.002,0.01,0.04,0.945,0.002,0.003,0,2.996,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.126,0.472,0.402,0.01,0.011,0.012
LG11-1,MCZl,30.8,39.63,1.48,0.21,0.3,2.08,27.53,0.04,0.13,0,102.21,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.986,0.954,0.056,0.004,0.004,0.05,0.944,0.001,0.002,0,2.999,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.063,0.495,0.442,0.008,0.01,0.01
LG11-1,MCZl,30.89,39.45,1.58,0.15,0.2,2.07,27.79,0.04,0.15,0,102.31,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.987,0.948,0.059,0.003,0.002,0.05,0.951,0.001,0.002,0,3.003,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.043,0.521,0.436,0.008,0.01,0.01
LG11-1,MCZl,30.72,40.34,1.26,0.25,0.32,1.76,27.88,0.06,0.24,0,102.83,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.979,0.966,0.047,0.004,0.004,0.042,0.951,0.002,0.003,0,2.999,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.081,0.486,0.433,0.009,0.011,0.011
LG11-1,MCZl,30.53,38.98,1.61,0.15,0.28,2.13,27.75,0.04,0.16,0,101.63,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.983,0.944,0.061,0.003,0.003,0.052,0.958,0.001,0.002,0,3.008,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0,0,0.011,0.049,0.516,0.434,0.008,0.01,0.01
LG11-1,MCZl,30.7,39.79,1.29,0.25,0.27,1.7,27.87,0.04,0.18,0,102.08,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.984,0.96,0.049,0.004,0.003,0.041,0.957,0.001,0.003,0,3.002,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.076,0.502,0.423,0.009,0.011,0.011
LG11-1,MCZl,30.63,39.21,1.59,0.23,0.25,2.23,27.84,0.04,0.15,0,102.17,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.982,0.945,0.06,0.004,0.003,0.054,0.956,0.001,0.002,0,3.007,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.057,0.497,0.446,0.008,0.009,0.01
LG11-1,MCZl,30.36,39.94,1.18,0.13,0.23,1.19,27.71,0.08,0.1,0,100.92,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.983,0.973,0.045,0.002,0.003,0.029,0.961,0.002,0.001,0,2.999,0.005,0.006,0.001,0.001,0.001,0.001,0.008,0.001,0,0,0.011,0.062,0.569,0.369,0.011,0.014,0.013
LG11-1,MCZl,31,37.01,2.54,0,0.08,2.14,28.25,0,0.2,0,101.23,0.09,0.17,0.02,0.01,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.999,0.897,0.097,0,0.001,0.052,0.975,0,0.003,0,3.024,0.005,0.006,0.001,0,0.001,0.002,0.008,0,0.001,0,0.011,0.006,0.646,0.348,0.005,0.009,0.009
LG11-1,MCZl,30.49,39.06,1.57,0.21,0.2,2,27.99,0,0.14,0,101.67,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.982,0.947,0.059,0.004,0.002,0.048,0.966,0,0.002,0,3.011,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0.001,0,0.011,0.053,0.522,0.425,0.008,0.01,0.01
LG11-1,MCZl,30.32,38.86,1.44,0.14,0.38,2.15,27.65,0.03,0.09,0,101.05,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.983,0.948,0.055,0.002,0.004,0.052,0.961,0.001,0.001,0,3.009,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.061,0.481,0.458,0.008,0.01,0.01
LG11-1,MCZl,30.52,38.72,1.59,0.2,0.25,2.1,27.73,0.03,0.15,0,101.28,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.987,0.941,0.06,0.003,0.003,0.051,0.96,0.001,0.002,0,3.009,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.054,0.512,0.434,0.008,0.01,0.01
LG11-1,MCZl,30.11,38.96,1.59,0.16,0.21,2.02,27.8,0.03,0.12,0,100.99,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.977,0.951,0.061,0.003,0.002,0.049,0.966,0.001,0.002,0,3.011,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0,0,0.011,0.044,0.527,0.428,0.008,0.01,0.01
LG11-1,MCZl,30.6,36.59,2.34,0.1,0.29,2.23,27.51,0.08,0.3,0,100.03,0.09,0.17,0.02,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.999,0.899,0.09,0.002,0.003,0.055,0.962,0.002,0.004,0,3.017,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.035,0.6,0.365,0.006,0.009,0.009
LG11-1,MCZl,30.63,39.07,1.61,0.19,0.34,1.79,27.93,0.11,0.09,0,101.75,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.985,0.945,0.061,0.003,0.004,0.043,0.962,0.003,0.001,0,3.008,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0,0,0.011,0.065,0.547,0.388,0.008,0.011,0.011
LG11-1,MCZl,30.61,38.89,1.6,0.29,0.62,1.8,27.4,0.09,0.19,0,101.48,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.988,0.944,0.061,0.005,0.007,0.044,0.947,0.002,0.003,0,3.002,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.105,0.52,0.374,0.008,0.01,0.01
LG11-1,MCZl,30.61,38.97,1.58,0.18,0.25,2.01,28,0,0.15,0,101.76,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.06,0.24,0.985,0.943,0.06,0.003,0.003,0.049,0.966,0,0.002,0,3.011,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0.001,0,0.011,0.052,0.522,0.426,0.008,0.01,0.01
LG11-1,MCZl,30.81,38.24,2.22,0.12,0.18,2.01,28.25,0.08,0.12,0,102.04,0.09,0.17,0.02,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.987,0.921,0.084,0.002,0.002,0.049,0.969,0.002,0.002,0,3.018,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.03,0.614,0.356,0.006,0.01,0.009
LG11-1,MCZl,30.63,39.31,1.61,0.1,0.2,1.7,27.89,0.05,0.04,0,101.52,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.06,0.24,0.986,0.951,0.061,0.002,0.002,0.041,0.962,0.001,0.001,0,3.007,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0,0,0.011,0.038,0.575,0.387,0.008,0.011,0.011
LG11-1,MCZl,31.09,39.41,1.66,0.17,0.14,1.68,28.25,0.05,0.08,0,102.54,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.06,0.24,0.99,0.944,0.062,0.003,0.002,0.04,0.964,0.001,0.001,0,3.008,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0,0,0.011,0.043,0.581,0.376,0.009,0.011,0.011
LG11-1,MCZl,30.77,39.12,1.59,0.18,0.31,2.25,27.97,0,0.12,0,102.32,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.06,0.24,0.985,0.942,0.06,0.003,0.004,0.054,0.959,0,0.002,0,3.01,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0,0,0.011,0.056,0.496,0.448,0.008,0.01,0.01
LG11-1,MCZl,30.9,39.07,2.08,0.05,0,1.52,28.26,0.1,0.09,0,102.07,0.09,0.17,0.02,0.01,0.03,0.03,0.12,0.01,0.02,0.06,0.24,0.987,0.938,0.078,0.001,0,0.036,0.966,0.003,0.001,0,3.011,0.005,0.006,0.001,0.001,0,0.002,0.008,0.001,0,0,0.011,0.007,0.677,0.315,0.004,0.01,0.01
LG11-1,MCZl,30.59,38.78,1.59,0.17,0.35,2.27,27.85,0.03,0.14,0,101.77,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.06,0.24,0.985,0.939,0.06,0.003,0.004,0.055,0.961,0.001,0.002,0,3.01,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.057,0.494,0.45,0.008,0.01,0.01
LG11-1,MCZl,30.63,36.99,2.24,0.07,0.31,2.92,27.79,0.05,0.07,0,101.08,0.09,0.17,0.02,0.02,0.03,0.04,0.12,0.01,0.02,0.06,0.24,0.992,0.901,0.086,0.001,0.004,0.071,0.964,0.001,0.001,0,3.022,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0,0,0.011,0.031,0.529,0.441,0.006,0.008,0.008
LG11-1,MCZl,30.05,38.84,1.6,0.14,0,1.96,27.51,0.05,0.12,0,100.28,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.06,0.24,0.98,0.952,0.061,0.003,0,0.048,0.961,0.001,0.002,0,3.007,0.005,0.006,0.001,0.001,0,0.002,0.008,0.001,0.001,0,0.011,0.022,0.549,0.429,0.005,0.01,0.01
LG11-1,MCZl,30.51,38.6,1.75,0.23,0.15,2.04,27.8,0.05,0.09,0,101.23,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.06,0.24,0.986,0.938,0.067,0.004,0.002,0.05,0.962,0.001,0.001,0,3.011,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0,0,0.011,0.047,0.547,0.406,0.008,0.01,0.01
LG11-1,MCZl,30.46,39.13,1.53,0.19,0.25,1.94,27.75,0.03,0.11,0,101.4,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.06,0.24,0.983,0.95,0.058,0.003,0.003,0.047,0.96,0.001,0.002,0,3.007,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.056,0.522,0.422,0.008,0.01,0.011
LG11-1,MCZl,30.59,38.83,1.66,0.16,0.23,2.08,27.81,0,0.13,0,101.5,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.986,0.942,0.063,0.003,0.003,0.051,0.961,0,0.002,0,3.01,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0,0,0.011,0.046,0.529,0.424,0.008,0.01,0.01
LG11-1,MCZl,30.58,39.76,1.38,0.14,0.28,1.68,27.84,0.06,0.2,0,101.91,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.982,0.96,0.052,0.002,0.003,0.041,0.957,0.002,0.003,0,3.002,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.058,0.529,0.413,0.009,0.011,0.011
LG11-1,MCZl,30.8,37.56,1.7,0.17,0.28,2.62,27.73,0.03,0.17,0,101.05,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.998,0.915,0.065,0.003,0.003,0.064,0.963,0.001,0.002,0,3.014,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.046,0.481,0.474,0.007,0.009,0.009
LG11-1,MCZl,30.44,37.68,1.94,0.23,0.18,2.18,27.78,0,0.14,0,100.59,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.99,0.922,0.075,0.004,0.002,0.053,0.968,0,0.002,0,3.017,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0.001,0,0.011,0.047,0.555,0.398,0.007,0.009,0.009
LG11-1,MCZl,30.53,39.18,1.5,0.21,0.28,1.77,27.75,0.03,0.11,0,101.36,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.986,0.951,0.057,0.004,0.003,0.043,0.96,0.001,0.002,0,3.006,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0,0,0.011,0.066,0.532,0.402,0.009,0.011,0.011
LG11-1,MCZl,30.65,37.8,1.89,0.21,0,2.09,28.02,0,0.1,0,100.75,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.994,0.922,0.072,0.004,0,0.051,0.974,0,0.001,0,3.018,0.005,0.006,0.001,0.001,0,0.002,0.008,0,0.001,0,0.011,0.028,0.57,0.402,0.005,0.009,0.009
LG11-1,MCZl,30.59,38.98,1.46,0.23,0.2,1.77,27.66,0,0.14,0,101.02,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.99,0.949,0.056,0.004,0.002,0.043,0.959,0,0.002,0,3.005,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0.001,0,0.011,0.06,0.53,0.41,0.009,0.011,0.011
LG11-1,MCZl,30.43,38.2,1.62,0.24,0.32,2.37,27.74,0.04,0.12,0,101.09,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.987,0.932,0.062,0.004,0.004,0.058,0.964,0.001,0.002,0,3.013,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.062,0.485,0.453,0.008,0.009,0.01
LG11-1,MCZl,30.3,38.99,1.28,0.28,0.43,1.83,27.2,0,0.27,0,100.57,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.987,0.955,0.049,0.005,0.005,0.045,0.949,0,0.004,0,3,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0.001,0,0.011,0.096,0.473,0.432,0.009,0.01,0.011
LG11-1,MCZl,30.31,37.67,1.73,0.16,0.27,2.11,27.54,0.03,0.16,0,99.98,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.992,0.927,0.067,0.003,0.003,0.052,0.966,0.001,0.002,0,3.013,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.049,0.534,0.417,0.008,0.01,0.01
LG11-1,MCZl,30.74,39,1.57,0.07,0.14,1.92,28.15,0.04,0.05,0,101.69,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.988,0.943,0.059,0.001,0.002,0.046,0.97,0.001,0.001,0,3.012,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0,0,0.011,0.026,0.546,0.427,0.008,0.011,0.011
LG11-1,MCZl,30.73,36.82,2.41,0.09,0,2.14,28.22,0,0.48,0,100.89,0.09,0.17,0.02,0.01,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.995,0.897,0.092,0.002,0,0.052,0.979,0,0.007,0,3.024,0.005,0.006,0.001,0.001,0,0.002,0.008,0,0.001,0,0.011,0.01,0.632,0.357,0.004,0.009,0.009
LG11-1,MCZl,30.54,39.16,1.42,0.14,0.32,2.03,27.75,0.04,0.07,0,101.46,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.985,0.951,0.054,0.002,0.004,0.049,0.959,0.001,0.001,0,3.006,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.057,0.493,0.45,0.008,0.01,0.011
MK13-1,Y,30.41,37.34,1.94,0.29,0.25,1.97,26.96,0.03,0.1,0,99.29,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,1,0.923,0.075,0.005,0.003,0.049,0.95,0.001,0.001,0,3.007,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.061,0.569,0.37,0.007,0.01,0.01
MK13-1,Y,31.04,37.79,1.76,0.27,0.33,1.97,26.8,0.03,0.14,0,100.13,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,1.01,0.925,0.068,0.005,0.004,0.048,0.935,0.001,0.002,0,2.998,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.069,0.544,0.388,0.008,0.01,0.01
MK13-1,Y,31.02,37.96,1.66,0.24,0.33,1.82,27.13,0.03,0.17,0,100.37,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,1.008,0.928,0.064,0.004,0.004,0.044,0.945,0.001,0.002,0,3.001,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.07,0.548,0.382,0.008,0.011,0.011
MK13-1,Y,30.6,37.29,1.95,0.18,0.2,1.94,27.35,0,0.08,0,99.59,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,1.003,0.919,0.075,0.003,0.002,0.048,0.96,0,0.001,0,3.012,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0.001,0,0.011,0.043,0.585,0.372,0.007,0.01,0.01
MK13-1,Y,30.83,37.73,1.88,0.26,0.36,2.2,27,0,0.12,0,100.36,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.06,0.24,1.003,0.923,0.072,0.004,0.004,0.054,0.941,0,0.002,0,3.004,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0.001,0,0.011,0.065,0.535,0.4,0.007,0.009,0.01
MK13-1,Y,31.67,38.36,2.11,0.15,0.22,1.62,27.54,0.04,0.14,0,101.86,0.09,0.17,0.02,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,1.011,0.921,0.079,0.003,0.003,0.039,0.942,0.001,0.002,0,3.001,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.042,0.643,0.315,0.007,0.011,0.01
MK13-1,Y,31.03,37.9,2,0.28,0.16,2.03,27.34,0.05,0.13,0,100.92,0.09,0.17,0.02,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,1.003,0.921,0.076,0.005,0.002,0.049,0.946,0.001,0.002,0,3.005,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.051,0.577,0.373,0.007,0.01,0.01
MK13-1,Y,30.43,37.85,1.84,0.23,0.33,2.09,27.11,0.03,0.14,0,100.05,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.994,0.93,0.071,0.004,0.004,0.051,0.949,0.001,0.002,0,3.006,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.061,0.544,0.395,0.008,0.01,0.01
MK13-1,Y,31.25,38.45,1.75,0.23,0.25,1.96,27.24,0.06,0.11,0,101.3,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.06,0.24,1.006,0.93,0.066,0.004,0.003,0.047,0.939,0.002,0.002,0,2.999,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.056,0.55,0.393,0.008,0.01,0.01
MK13-1,Y,31.1,37.96,1.92,0.17,0.18,2,27.52,0.04,0.1,0,100.99,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,1.004,0.922,0.073,0.003,0.002,0.049,0.952,0.001,0.001,0,3.007,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.039,0.577,0.384,0.007,0.01,0.01
MK13-1,Y,30.47,38.03,1.72,0.28,0.31,2,27.24,0.04,0.12,0,100.21,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.06,0.24,0.994,0.933,0.066,0.005,0.004,0.049,0.952,0.001,0.002,0,3.006,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.069,0.534,0.396,0.008,0.01,0.01
MK13-1,Y,31.04,38.67,1.66,0.11,0.18,1.76,27.44,0.1,0.06,0,101.03,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,1.001,0.938,0.063,0.002,0.002,0.043,0.948,0.003,0.001,0,3.001,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0,0,0.011,0.036,0.575,0.389,0.008,0.011,0.011
MK13-1,Y,31.36,38.74,1.73,0.24,0.24,1.97,27.35,0.05,0.15,0,101.83,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,1.004,0.933,0.065,0.004,0.003,0.047,0.938,0.001,0.002,0,2.998,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.057,0.545,0.397,0.008,0.01,0.01
MK13-1,Y,29.82,37.24,1.89,0.21,0.21,1.98,27.21,0.03,0.12,0,98.72,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.988,0.928,0.074,0.004,0.003,0.049,0.966,0.001,0.002,0,3.015,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.049,0.571,0.381,0.007,0.01,0.01
MK13-1,Y,30.02,37.83,1.71,0.26,0.27,1.81,27.39,0.03,0.18,0,99.5,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.988,0.936,0.066,0.005,0.003,0.045,0.965,0.001,0.003,0,3.012,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.065,0.558,0.376,0.008,0.01,0.01
MK13-1,Y,30.55,37.75,1.71,0.27,0.19,1.71,27.03,0,0.13,0,99.34,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,1.003,0.932,0.066,0.005,0.002,0.042,0.951,0,0.002,0,3.004,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0.001,0,0.011,0.062,0.572,0.366,0.008,0.011,0.011
MK13-1,Y,29.76,37.77,1.72,0.25,0.14,1.61,27.44,0.05,0.17,0,98.93,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.984,0.94,0.067,0.004,0.002,0.04,0.972,0.001,0.003,0,3.014,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.054,0.592,0.354,0.008,0.011,0.011
MK13-1,Y,30.29,37.71,1.83,0.25,0.17,1.8,27.36,0.06,0.12,0,99.59,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.993,0.93,0.071,0.004,0.002,0.044,0.962,0.002,0.002,0,3.01,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.053,0.583,0.364,0.008,0.01,0.01
NV13-1,MCZl,28.98,37.32,1.52,0.16,0.25,1.52,27.46,0.05,0.16,0.13,97.56,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.975,0.945,0.06,0.003,0.003,0.039,0.99,0.002,0.002,0.001,3.02,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0.001,0.012,0.056,0.575,0.369,0.009,0.011,0.011
NV13-1,MCZl,29.54,37.29,1.52,0.2,0.12,1.7,27.26,0.04,0.15,0,97.82,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.988,0.938,0.06,0.003,0.001,0.043,0.977,0.001,0.002,0,3.015,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.046,0.556,0.398,0.009,0.011,0.011
NV13-1,MCZl,30.22,37.78,1.49,0.22,0.28,1.68,27.39,0.05,0.17,0,99.29,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.995,0.936,0.058,0.004,0.003,0.042,0.967,0.002,0.003,0,3.009,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.067,0.543,0.391,0.009,0.011,0.011
